,date,author,text,id
0,Mar 25,Red_Cloud,RedCloud@Red_Cloud·Mar 25Replying to @DeandreMerrillPatriQtic and @realDonaldTrump920104,110082261366944865
1,Mar 25,angh53,"AngHQRN@angh53·Mar 25Replying to @Red_Cloud, @DeandreMerrillPatriQtic, and 1 more1618221",110082281989492874
2,Mar 25,angh53,"AngHQRN@angh53·Mar 25Replying to @Red_Cloud, @angh53, and 2 more740255",110082284177179957
3,Mar 25,_ero,"_ero@_ero·Mar 25Replying to @angh53, @DeandreMerrillPatriQtic, and 2 more26102388",110082352702534446
4,Mar 25,DaKine17,"DaKine 17@DaKine17·Mar 25Replying to @God_Bless_Trump, @_ero, and 7 more“…while Trump’s core MAGA agenda is decidedly not outside the historic bipartisan mainstream, it is well outside the present regime’s core interests. Our rulers’ wealth and power rise with open borders, trade giveaways, and endless war.”https://www.americanthinker.com/blog/2022/07/a_superb_article_exposes_the_fissures_in_america.htmlGIF62442",110082630804643818
5,Mar 25,DaKine17,"DaKine 17@DaKine17·Mar 25Replying to @God_Bless_Trump, @_ero, and 7 more“…Trump intuitively understood Chinese Warlord Sun Tzu’s famous dictum, “It is best to win without fighting,” included in Sun Tsu’s still-relevant The Art of War. Therefore, Trump refused senseless military conflict. The current administration has gone on record as saying that, if Trump were president, there would not be fighting in Ukraine…”https://www.americanthinker.com/articles/2023/02/our_governments_ukraine_obsession_endangers_america_and_her_allies.htmlOur Government’s Ukraine Obsession Endangers America And Her AlliesTo continue as a prosperous nation, we must have a “business plan” for national security, which includes foreign policy, to ensure survival and allow us to work towards expanded prosperity.

National…www.americanthinker.com43059",110082632665845244
6,Mar 25,God_Bless_Trump,"Andrea | #IStandWithTrump @God_Bless_Trump·Mar 25Replying to @DaKine17, @_ero, and 7 more42293",110082707227237361
7,Mar 25,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 25Replying to @God_Bless_Trump, @_ero, and 7 moreAfter Joe Biden has destroyed American to the ground there is only one man we know, that can make America great again. He showed us once and even surpassed all our expectations. We need him back! President Trump is the only one we vote for! 525119",110083382285632538
8,Mar 25,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 25Replying to @God_Bless_Trump, @_ero, and 8 moreLooking at the polls right now… be like… Return the #maga King!51162",110083392600189260
9,Mar 25,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 25Replying to @Lara45, @_ero, and 8 more1855",110083400200081898
10,Mar 25,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 25Replying to @AdirahsEyes, @_ero, and 9 moreI love our beautiful First Couple. 101193",110083407019963724
11,Mar 25,ErichDerbsch,"MAGA Derbsch #IStandWithTrump@ErichDerbsch·Mar 25Replying to @GodandCountryy, @_ero, and 11 more1519",110083615067163818
12,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @ErichDerbsch, @_ero, and 12 more#DeSantis24",110084261516415379
13,Mar 25,barrydmann77,barrydmann77@barrydmann77·Mar 25Replying to @GodandCountryyI STAND WITH TRUMP1417,110083617272477787
14,Mar 25,shellyspring,Shelly@shellyspring·Mar 25Replying to @barrydmann77 and @GodandCountryy#DeSantis202421,110084263087737204
15,Mar 25,donster817,"Donster@donster817·Mar 25Replying to @shellyspring, @barrydmann77, and 1 moreBot4",110084681462147642
16,Mar 25,kckrems,"KCK@kckrems·Mar 25Replying to @shellyspring, @barrydmann77, and 1 moreOnly one who has a chance in the general election unfortunately.",110084724233593200
17,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @GodandCountryy, @_ero, and 11 more#DeSantis202411",110084259805147370
18,Mar 25,exptech2018,"exptech2018@exptech2018·Mar 25Replying to @GodandCountryy, @_ero, and 11 morehttps://spirituallysmart.com/jesuits.htmlJesuit Infiltration of America and its subsequent Downfallspirituallysmart.com24",110083620887623695
19,Mar 25,Hellcat64,"MikeD@Hellcat64·Mar 25Replying to @GodandCountryy, @_ero, and 11 moreHe reminds me of Ronald Regan so much. Thank you President Trump!! 412",110083626887176461
20,Mar 25,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 25Replying to @Hellcat64, @_ero, and 11 more5",110083644314543336
21,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @Hellcat64, @_ero, and 12 more#DeSantis20241",110084264386693419
22,Mar 25,donster817,"Donster@donster817·Mar 25Replying to @shellyspring, @_ero, and 12 moreBot2",110084691788744228
23,Mar 25,kckrems,"KCK@kckrems·Mar 25Replying to @Hellcat64, @_ero, and 11 moreNo, RR would never rip a fellow Republican.11",110084729214773759
24,Mar 25,Raven5869,"Raven5869@Raven5869·Mar 25Replying to @kckrems, @_ero, and 12 moreWrong, He just did it in a comical way, but lets not forget, RR never had his own government attacking him on a daily basis, nor did he have the media all against him either. You are comparing two very distinct eras in our country. And I am 100% certain, the only way to stop this is with Trump as President again. None of the others including DeSantis have the moxie and strength to stop the deep state.116",110087568783743643
25,Mar 29,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 29Replying to @Raven5869, @_ero, and 12 morewe are not worthy and cannot earn.. He is faithful and keeps His Promises.. we suffer loss resulting from laxness and lack of passion for right and truth #WeWin because #GodWon2",110107999052637816
26,Mar 29,kckrems,"KCK@kckrems·Mar 29Replying to @Raven5869, @_ero, and 13 moreOne could do both…. Bible in hand and stand your ground against the Evil Ones!12",110108179890357509
27,Mar 29,pammarie,"Pammarie@pammarie·Mar 29Replying to @kckrems, @_ero, and 13 moreExact what I do, believe in the word and stand the line against all evil.1",110108192532892290
28,Mar 29,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 29Replying to @flawedmansavedbyGodsgrace, @_ero, and 13 moreI believe God has placed Trump w/ all his imperfections but a beautiful heart toward God and America for such a time. It is dark. but our future is 1000000x brighter.. Hold on.. we are in the midst.... Fog of War is thick  one can cut w/ a knifePRAY................... and STAND12",110108278460654296
29,Mar 29,DavidBrendanPaul,"WyattWade@DavidBrendanPaul·Mar 29Replying to @AdirahsEyes, @_ero, and 13 moreI believe you are correct.But I don't see that guy anymore.I see someone without pride, slouched, angry or mean looking, reading a script. TELLING YOU nothing, you don't already know.I think Trump has been replaced by the deep state, using his image now to deceive all of you.It's the only thing that makes sense in my brain, and resonates within me as the truth.Trump in Ohio. If you think this is Trump, then I can't help you.2",110108325855565715
30,Mar 29,DavidBrendanPaul,"WyattWade@DavidBrendanPaul·Mar 29Replying to @AdirahsEyes, @_ero, and 13 moreYou meaning anyone. NOT necessarily you the poster.",110108331662757406
31,Mar 29,flawedmansavedbyGodsgrace,"Saved by Grace@flawedmansavedbyGodsgrace·Mar 29Replying to @DavidBrendanPaul, @_ero, and 13 moreGod always chooses the right person. https://www.israel365news.com/159194/trumps-illness-akin-to-hezekiahs-is-illness-offering-second-chance-at-pre-messiah-song/?utm_source=ActiveCampaign&utm_medium=email&utm_content=Trump+s+Illness+Akin+to+Hezekiah+s+is+Illness+Offering+Second+Chance+at+Pre-Messiah+Song+and+Today+s+Top+Stories&utm_campaign=I3N+-+AM+-+October+6%2C+2020Trump’s Illness Akin to Hezekiah’s Illness: Offering Second Chance at Pre-Messiah Song“Shebna was, in his time, like the deep state is today,” Rabbi Greenbaum said. “Hezekiah was the legitimate king of Judah and Shebna was working from within to erode the king’s rule.Israel365 News12",110108332032116456
32,Mar 29,DavidBrendanPaul,"WyattWade@DavidBrendanPaul·Mar 29Replying to @flawedmansavedbyGodsgrace, @_ero, and 12 moreYou believe God would use an elite billionaire, to save our world?Sorry I don't buy that, no man can stop the deep state, they are to powerful!Only altogether now [wwg1wga] can we achieve victory, a near if not impossible task.Don't worry, souls are eternal endless and forever. We have eternity to learn and grow!END? New beginning! OVER AND OVER, until all souls here learn!2",110108337420317019
33,Mar 29,NJ4Liberty,"  JEDI KNIGHTS     @NJ4Liberty·Mar 29Replying to @AdirahsEyes, @_ero, and 11 moreUGH I NEED A POOL DAY :/  IN THE B1G POOLGIFGIF1",110108495451732809
34,Mar 29,NJ4Liberty,"  JEDI KNIGHTS     @NJ4Liberty·Mar 29Replying to @AdirahsEyes, @_ero, and 11 more@AdirahsEye3 < UNDER JEDI PROTECTION GIF",110108502875118479
35,Mar 29,flawedmansavedbyGodsgrace,"Saved by Grace@flawedmansavedbyGodsgrace·Mar 29Replying to @DavidBrendanPaul, @_ero, and 12 more“Donald Trump’s Accomplishments as President, Part Two” — Mark Lewis January 13, 2023 https://townhall.com/columnists/marklewis/2023/01/13/donald-trumps-accomplishments-as-president-part-two-n2618248Donald Trump’s Accomplishments as President, Part Two townhall.com11",110108367842620412
36,Mar 29,flawedmansavedbyGodsgrace,"Saved by Grace@flawedmansavedbyGodsgrace·Mar 29Replying to @DavidBrendanPaul, @_ero, and 12 more“Donald Trump’s Accomplishments as President, Part Three” - Mark Lewis January 15,2023https://townhall.com/columnists/marklewis/2023/01/15/donald-trumps-accomplishments-as-president-part-three-n2618306Donald Trump’s Accomplishments as President, Part Three townhall.com11",110108368731176774
37,Mar 29,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 29Replying to @flawedmansavedbyGodsgrace, @_ero, and 11 moreI remember a LONG list when he was in Office that made its rounds with over a hundred... He helped so many people ALL people, AMERICANS and  kept PROMISES14",110108377738896894
38,Mar 29,DavidBrendanPaul,"WyattWade@DavidBrendanPaul·Mar 29Replying to @flawedmansavedbyGodsgrace, @_ero, and 12 moreI'm not speaking to judgement on Trump or anyone, that's not my place or even your place.Faith is great, for God.RESULTS matter with men! Trump is giving no results.This started with trafficking, six or more years ago!All pacification, and delay.11",110108364900242364
39,Mar 29,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 29Replying to @DavidBrendanPaul, @_ero, and 12 more?frustration at so much time yet still so much corruption. My faith I see progress. See people n places working to #savethechildren to #FixElections ...+++It didn't happen overnight, a process. Trump is one man, the DC unelected-Establishment is POWERFUL. Trump has plan to remove those permanent DC critters who 'go around' and IGNORE any admin. He is also moving several departments to other states w/ Decentralization of DC. REAL PLANS on lots of areas",110108521429185511
40,Mar 29,DavidBrendanPaul,"WyattWade@DavidBrendanPaul·Mar 29Replying to @flawedmansavedbyGodsgrace, @_ero, and 12 moreDon't you think it's a little strange to campaign for new 2024 election, at the same time bitching about the stolen elections?I mean, lmao!51",110108415820352430
41,Mar 29,ThinkerOfStock,"Thinker@ThinkerOfStock·Mar 29Replying to @DavidBrendanPaul, @_ero, and 13 moreI do22",110108417285623254
42,Mar 29,pammarie,"Pammarie@pammarie·Mar 29Replying to @DavidBrendanPaul, @_ero, and 13 moreGod will save us and he will use whoever he chooses, and there is only one flesh life and our time to learn the truth and follow it has a limited amount of time or your spiritual life ends as well, read the word, learn, accept Chris and follow his word, it is written throughout the word, but Revelations￼￼￼ will spell it out.",110108388364082060
43,Mar 28,kckrems,"KCK@kckrems·Mar 28Replying to @Raven5869, @_ero, and 13 moreStaying in the race is not necessarily winning.  We MUST get the woke libs out of power!!!14",110102790417882367
44,Mar 28,pammarie,"Pammarie@pammarie·Mar 28Replying to @kckrems, @_ero, and 13 moreAbsolutely, not give up on Trump.2",110102803034806049
45,Mar 26,SomCoffeeAM,"Thoughts&Prayers@SomCoffeeAM·Mar 26Replying to @Hellcat64, @_ero, and 11 moreRonald Reagan supported an assault weapons ban.2",110091942124317193
46,Mar 25,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 25Replying to @GodandCountryy, @_ero, and 10 more111",110083647417633390
47,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @AdirahsEyes, @_ero, and 11 more#DeSantis2024",110084266574753823
48,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @GodandCountryy, @_ero, and 11 more#DeSantis2024",110084258636514850
49,Mar 26,clarkazpatriot,"clarkazpatriot@clarkazpatriot·Mar 26Replying to @GodandCountryy, @_ero, and 11 more@clarkazpatriot111",110087584591701703
50,Mar 26,AdirahsEyes,"AdirahsEyes @AdirahsEyes·Mar 26Replying to @clarkazpatriot, @_ero, and 10 more116",110088784155821631
51,Mar 26,pammarie,"Pammarie@pammarie·Mar 26Replying to @AdirahsEyes, @_ero, and 11 moreYes, we are never, God is always with us.1",110088793061477302
52,Mar 25,ErichDerbsch,"MAGA Derbsch #IStandWithTrump@ErichDerbsch·Mar 25Replying to @GodandCountryy, @_ero, and 11 more119",110083687929326312
53,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @ErichDerbsch, @_ero, and 12 more#DeSantis2024",110084267668534138
54,Mar 25,Tgvstracer1,"T@Tgvstracer1·Mar 25Replying to @GodandCountryy, @_ero, and 11 moreThat's the Absolute Truth,,,No one.14",110083698411157353
55,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @Tgvstracer1, @_ero, and 12 more#DeSantis2024211",110084269102479609
56,Mar 25,Smitty712,"DSmith_YO@Smitty712·Mar 25Replying to @GodandCountryy, @_ero, and 11 more3 generations of Trumps in the rain with Americans.Do you think the Bidens or any other family would do the same????1316",110084020317947442
57,Mar 25,shellyspring,"Shelly@shellyspring·Mar 25Replying to @Smitty712, @_ero, and 12 more#DeSantis2024",110084272960856565
58,Mar 25,FLWGGAL,"FLWGGAL@FLWGGAL·Mar 25Replying to @GodandCountryy, @_ero, and 11 moreAmen 3",110084043437416265
